timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
358283260,1,0,1,0,1,0,0
358382717,1,0,1,0,1,0,0
358581060,1,0,1,0,1,0,0
358680106,1,0,1,0,1,0,0
358779140,1,0,1,0,1,0,0
358977329,1,0,1,0,1,0,0
359076422,1,0,1,0,1,0,0
359144889,0,0,0,0,1,0,0
359166772,0,0,0,0,1,0,0
359177275,0,0,0,0,1,0,0
359276456,0,0,0,0,1,0,0
359375197,0,0,0,0,1,0,0
359523359,0,0,0,0,1,0,0
359578342,0,0,0,0,1,0,0
359678371,0,0,0,0,1,0,0
359777328,0,0,0,0,1,0,0
359832914,0,0,0,0,0,0,0
359877516,0,0,0,0,0,0,0
359977307,0,0,0,0,0,0,0
360077305,0,0,0,0,0,0,0
