timestamp,position,velocity,acceleration,attitude,body_rate,thrust_and_torque,direct_actuator
259664718,1,0,0,0,0,0,0
259764696,1,0,0,0,0,0,0
259864694,1,0,0,0,0,0,0
259964685,1,0,0,0,0,0,0
260064666,1,0,0,0,0,0,0
260164647,1,0,0,0,0,0,0
260264644,1,0,0,0,0,0,0
260364646,1,0,0,0,0,0,0
260464634,1,0,0,0,0,0,0
260564621,1,0,0,0,0,0,0
260664603,1,0,0,0,0,0,0
260764598,1,0,0,0,0,0,0
260864574,1,0,0,0,0,0,0
260964575,1,0,0,0,0,0,0
261064548,1,0,0,0,0,0,0
261164535,1,0,0,0,0,0,0
261264539,1,0,0,0,0,0,0
261364522,1,0,0,0,0,0,0
261464508,1,0,0,0,0,0,0
261564501,1,0,0,0,0,0,0
261764486,1,0,0,0,0,0,0
261864458,1,0,0,0,0,0,0
261964439,1,0,0,0,0,0,0
262064425,1,0,0,0,0,0,0
262164419,1,0,0,0,0,0,0
262264431,1,0,0,0,0,0,0
262364412,1,0,0,0,0,0,0
262464393,1,0,0,0,0,0,0
262564380,1,0,0,0,0,0,0
262664360,1,0,0,0,0,0,0
262764346,1,0,0,0,0,0,0
262864339,1,0,0,0,0,0,0
262964319,1,0,0,0,0,0,0
263064306,1,0,0,0,0,0,0
263164295,1,0,0,0,0,0,0
263264300,1,0,0,0,0,0,0
263364287,1,0,0,0,0,0,0
263464268,1,0,0,0,0,0,0
263564257,1,0,0,0,0,0,0
263664224,1,0,0,0,0,0,0
263764226,1,0,0,0,0,0,0
263864213,1,0,0,0,0,0,0
263964191,1,0,0,0,0,0,0
264064181,1,0,0,0,0,0,0
264164164,1,0,0,0,0,0,0
264264174,1,0,0,0,0,0,0
264364131,1,0,0,0,0,0,0
264464152,1,0,0,0,0,0,0
264564131,1,0,0,0,0,0,0
264664119,1,0,0,0,0,0,0
264764105,1,0,0,0,0,0,0
264864085,1,0,0,0,0,0,0
264964072,1,0,0,0,0,0,0
265064056,1,0,0,0,0,0,0
265164037,1,0,0,0,0,0,0
265264046,1,0,0,0,0,0,0
265364030,1,0,0,0,0,0,0
265464011,1,0,0,0,0,0,0
265564003,1,0,0,0,0,0,0
265663979,1,0,0,0,0,0,0
265763972,1,0,0,0,0,0,0
265863940,1,0,0,0,0,0,0
265963936,1,0,0,0,0,0,0
266063924,1,0,0,0,0,0,0
266163909,1,0,0,0,0,0,0
266263914,1,0,0,0,0,0,0
266363874,1,0,0,0,0,0,0
266463877,1,0,0,0,0,0,0
266563869,1,0,0,0,0,0,0
266663852,1,0,0,0,0,0,0
266863823,1,0,0,0,0,0,0
266963808,1,0,0,0,0,0,0
267063793,1,0,0,0,0,0,0
267163775,1,0,0,0,0,0,0
267263779,1,0,0,0,0,0,0
267363766,1,0,0,0,0,0,0
267463751,1,0,0,0,0,0,0
267563721,1,0,0,0,0,0,0
267663714,1,0,0,0,0,0,0
267763703,1,0,0,0,0,0,0
267863723,1,0,0,0,0,0,0
267963671,1,0,0,0,0,0,0
268063652,1,0,0,0,0,0,0
268163642,1,0,0,0,0,0,0
268263643,1,0,0,0,0,0,0
268363634,1,0,0,0,0,0,0
268463609,1,0,0,0,0,0,0
268563593,1,0,0,0,0,0,0
268663578,1,0,0,0,0,0,0
268763568,1,0,0,0,0,0,0
268863543,1,0,0,0,0,0,0
268963524,1,0,0,0,0,0,0
269063506,1,0,0,0,0,0,0
269163501,1,0,0,0,0,0,0
269263510,1,0,0,0,0,0,0
269363473,1,0,0,0,0,0,0
269463466,1,0,0,0,0,0,0
269563463,1,0,0,0,0,0,0
269663440,1,0,0,0,0,0,0
269763419,1,0,0,0,0,0,0
269863408,1,0,0,0,0,0,0
269963391,1,0,0,0,0,0,0
270063367,1,0,0,0,0,0,0
270163357,1,0,0,0,0,0,0
270263361,1,0,0,0,0,0,0
270363358,1,0,0,0,0,0,0
270463332,1,0,0,0,0,0,0
270563320,1,0,0,0,0,0,0
270663290,1,0,0,0,0,0,0
270763278,1,0,0,0,0,0,0
270863262,1,0,0,0,0,0,0
270963252,1,0,0,0,0,0,0
271063222,1,0,0,0,0,0,0
271163214,1,0,0,0,0,0,0
271263222,1,0,0,0,0,0,0
271463186,1,0,0,0,0,0,0
271763161,1,0,0,0,0,0,0
271863115,1,0,0,0,0,0,0
271963095,1,0,0,0,0,0,0
272063078,1,0,0,0,0,0,0
272163063,1,0,0,0,0,0,0
272263088,1,0,0,0,0,0,0
272363055,1,0,0,0,0,0,0
272463031,1,0,0,0,0,0,0
272563016,1,0,0,0,0,0,0
272663007,1,0,0,0,0,0,0
272762983,1,0,0,0,0,0,0
272862958,1,0,0,0,0,0,0
272962988,1,0,0,0,0,0,0
273062933,1,0,0,0,0,0,0
273162883,1,0,0,0,0,0,0
273262926,1,0,0,0,0,0,0
273362903,1,0,0,0,0,0,0
273562871,1,0,0,0,0,0,0
273662852,1,0,0,0,0,0,0
273762860,1,0,0,0,0,0,0
273862813,1,0,0,0,0,0,0
273962803,1,0,0,0,0,0,0
274062773,1,0,0,0,0,0,0
274162795,1,0,0,0,0,0,0
274262740,1,0,0,0,0,0,0
274362755,1,0,0,0,0,0,0
274462728,1,0,0,0,0,0,0
274562717,1,0,0,0,0,0,0
274662691,1,0,0,0,0,0,0
274762681,1,0,0,0,0,0,0
274862657,1,0,0,0,0,0,0
274962645,1,0,0,0,0,0,0
275062617,1,0,0,0,0,0,0
275162601,1,0,0,0,0,0,0
275262589,1,0,0,0,0,0,0
275362602,1,0,0,0,0,0,0
275462575,1,0,0,0,0,0,0
275562562,1,0,0,0,0,0,0
275662541,1,0,0,0,0,0,0
275762521,1,0,0,0,0,0,0
275862515,1,0,0,0,0,0,0
275962488,1,0,0,0,0,0,0
276062466,1,0,0,0,0,0,0
276162446,1,0,0,0,0,0,0
276262435,1,0,0,0,0,0,0
276362446,1,0,0,0,0,0,0
276462421,1,0,0,0,0,0,0
276562402,1,0,0,0,0,0,0
276662410,1,0,0,0,0,0,0
276762393,1,0,0,0,0,0,0
276862425,1,0,0,0,0,0,0
276962702,1,0,0,0,0,0,0
277062316,1,0,0,0,0,0,0
277162285,1,0,0,0,0,0,0
277262278,1,0,0,0,0,0,0
277362293,1,0,0,0,0,0,0
277462272,1,0,0,0,0,0,0
277562244,1,0,0,0,0,0,0
277662226,1,0,0,0,0,0,0
277762218,1,0,0,0,0,0,0
277862185,1,0,0,0,0,0,0
277962172,1,0,0,0,0,0,0
278062151,1,0,0,0,0,0,0
278162131,1,0,0,0,0,0,0
278262113,1,0,0,0,0,0,0
278362127,1,0,0,0,0,0,0
278462102,1,0,0,0,0,0,0
278562079,1,0,0,0,0,0,0
278662061,1,0,0,0,0,0,0
278762048,1,0,0,0,0,0,0
278862035,1,0,0,0,0,0,0
278962013,1,0,0,0,0,0,0
279061997,1,0,0,0,0,0,0
279161970,1,0,0,0,0,0,0
279261946,1,0,0,0,0,0,0
279361966,1,0,0,0,0,0,0
279461952,1,0,0,0,0,0,0
279561928,1,0,0,0,0,0,0
279661907,1,0,0,0,0,0,0
279861866,1,0,0,0,0,0,0
280161816,1,0,0,0,0,0,0
280261785,1,0,0,0,0,0,0
280361796,1,0,0,0,0,0,0
280461779,1,0,0,0,0,0,0
280561755,1,0,0,0,0,0,0
280661735,1,0,0,0,0,0,0
280761727,1,0,0,0,0,0,0
280861806,1,0,0,0,0,0,0
280961827,1,0,0,0,0,0,0
281061686,1,0,0,0,0,0,0
281161647,1,0,0,0,0,0,0
281261629,1,0,0,0,0,0,0
281361636,1,0,0,0,0,0,0
281461621,1,0,0,0,0,0,0
281561598,1,0,0,0,0,0,0
281661582,1,0,0,0,0,0,0
281861533,1,0,0,0,0,0,0
281961522,1,0,0,0,0,0,0
282061501,1,0,0,0,0,0,0
282161478,1,0,0,0,0,0,0
282261458,1,0,0,0,0,0,0
282361474,1,0,0,0,0,0,0
282461455,1,0,0,0,0,0,0
282561437,1,0,0,0,0,0,0
282661410,1,0,0,0,0,0,0
282761391,1,0,0,0,0,0,0
282861373,1,0,0,0,0,0,0
282961349,1,0,0,0,0,0,0
283061307,1,0,0,0,0,0,0
283161318,1,0,0,0,0,0,0
283261296,1,0,0,0,0,0,0
283361305,1,0,0,0,0,0,0
283561263,1,0,0,0,0,0,0
283661239,1,0,0,0,0,0,0
283761219,1,0,0,0,0,0,0
283861207,1,0,0,0,0,0,0
283961178,1,0,0,0,0,0,0
284061163,1,0,0,0,0,0,0
284161135,1,0,0,0,0,0,0
284261130,1,0,0,0,0,0,0
284361137,1,0,0,0,0,0,0
284461116,1,0,0,0,0,0,0
284561094,1,0,0,0,0,0,0
284661078,1,0,0,0,0,0,0
284761046,1,0,0,0,0,0,0
284861044,1,0,0,0,0,0,0
284961016,1,0,0,0,0,0,0
285061004,1,0,0,0,0,0,0
285160981,1,0,0,0,0,0,0
285260951,1,0,0,0,0,0,0
285360973,1,0,0,0,0,0,0
285460949,1,0,0,0,0,0,0
285561071,1,0,0,0,0,0,0
285660902,1,0,0,0,0,0,0
285760867,1,0,0,0,0,0,0
285860873,1,0,0,0,0,0,0
285960848,1,0,0,0,0,0,0
286060825,1,0,0,0,0,0,0
286160798,1,0,0,0,0,0,0
286260770,1,0,0,0,0,0,0
286360800,1,0,0,0,0,0,0
286460748,1,0,0,0,0,0,0
286560753,1,0,0,0,0,0,0
286660740,1,0,0,0,0,0,0
286760717,1,0,0,0,0,0,0
286860694,1,0,0,0,0,0,0
286960664,1,0,0,0,0,0,0
287060651,1,0,0,0,0,0,0
287160631,1,0,0,0,0,0,0
287260608,1,0,0,0,0,0,0
287360626,1,0,0,0,0,0,0
287460603,1,0,0,0,0,0,0
287560590,1,0,0,0,0,0,0
287660566,1,0,0,0,0,0,0
287760546,1,0,0,0,0,0,0
287860518,1,0,0,0,0,0,0
287960497,1,0,0,0,0,0,0
288060482,1,0,0,0,0,0,0
288260439,1,0,0,0,0,0,0
288360454,1,0,0,0,0,0,0
288460461,1,0,0,0,0,0,0
288560409,1,0,0,0,0,0,0
288660390,1,0,0,0,0,0,0
288760410,1,0,0,0,0,0,0
288860344,1,0,0,0,0,0,0
288960329,1,0,0,0,0,0,0
289060294,1,0,0,0,0,0,0
289160287,1,0,0,0,0,0,0
289260268,1,0,0,0,0,0,0
289360278,1,0,0,0,0,0,0
289460251,1,0,0,0,0,0,0
289560238,1,0,0,0,0,0,0
289660214,1,0,0,0,0,0,0
289760193,1,0,0,0,0,0,0
289860147,1,0,0,0,0,0,0
289960119,1,0,0,0,0,0,0
290060124,1,0,0,0,0,0,0
290160102,1,0,0,0,0,0,0
290260086,1,0,0,0,0,0,0
290360100,1,0,0,0,0,0,0
290460079,1,0,0,0,0,0,0
290560054,1,0,0,0,0,0,0
290660036,1,0,0,0,0,0,0
290760020,1,0,0,0,0,0,0
290859998,1,0,0,0,0,0,0
290959973,1,0,0,0,0,0,0
291059952,1,0,0,0,0,0,0
291159924,1,0,0,0,0,0,0
291259911,1,0,0,0,0,0,0
291359915,1,0,0,0,0,0,0
291459900,1,0,0,0,0,0,0
291559882,1,0,0,0,0,0,0
291659859,1,0,0,0,0,0,0
291759835,1,0,0,0,0,0,0
291859801,1,0,0,0,0,0,0
291959794,1,0,0,0,0,0,0
292059772,1,0,0,0,0,0,0
292159751,1,0,0,0,0,0,0
292259724,1,0,0,0,0,0,0
292359740,1,0,0,0,0,0,0
292459724,1,0,0,0,0,0,0
292559699,1,0,0,0,0,0,0
292659681,1,0,0,0,0,0,0
292759656,1,0,0,0,0,0,0
292959585,1,0,0,0,0,0,0
293059531,1,0,0,0,0,0,0
293159572,1,0,0,0,0,0,0
293259552,1,0,0,0,0,0,0
293359567,1,0,0,0,0,0,0
293459548,1,0,0,0,0,0,0
293559519,1,0,0,0,0,0,0
293659499,1,0,0,0,0,0,0
293759478,1,0,0,0,0,0,0
293859458,1,0,0,0,0,0,0
293959483,1,0,0,0,0,0,0
294059417,1,0,0,0,0,0,0
294159385,1,0,0,0,0,0,0
294259365,1,0,0,0,0,0,0
294359390,1,0,0,0,0,0,0
294459371,1,0,0,0,0,0,0
294559342,1,0,0,0,0,0,0
294759302,1,0,0,0,0,0,0
294859271,1,0,0,0,0,0,0
294959257,1,0,0,0,0,0,0
295059234,1,0,0,0,0,0,0
295159200,1,0,0,0,0,0,0
295259188,1,0,0,0,0,0,0
295359211,1,0,0,0,0,0,0
295459190,1,0,0,0,0,0,0
295559160,1,0,0,0,0,0,0
295659146,1,0,0,0,0,0,0
295759119,1,0,0,0,0,0,0
295859093,1,0,0,0,0,0,0
295959081,1,0,0,0,0,0,0
296059086,1,0,0,0,0,0,0
296159106,1,0,0,0,0,0,0
296359058,1,0,0,0,0,0,0
296558983,1,0,0,0,0,0,0
296658965,1,0,0,0,0,0,0
296758934,1,0,0,0,0,0,0
296859162,1,0,0,0,0,0,0
296958905,1,0,0,0,0,0,0
297058872,1,0,0,0,0,0,0
297158854,1,0,0,0,0,0,0
297258820,1,0,0,0,0,0,0
297358848,1,0,0,0,0,0,0
297458826,1,0,0,0,0,0,0
297558806,1,0,0,0,0,0,0
297658809,1,0,0,0,0,0,0
297758756,1,0,0,0,0,0,0
297858736,1,0,0,0,0,0,0
297958717,1,0,0,0,0,0,0
298058698,1,0,0,0,0,0,0
298158666,1,0,0,0,0,0,0
298258642,1,0,0,0,0,0,0
298358668,1,0,0,0,0,0,0
298458647,1,0,0,0,0,0,0
298558612,1,0,0,0,0,0,0
298658597,1,0,0,0,0,0,0
298758582,1,0,0,0,0,0,0
298858536,1,0,0,0,0,0,0
298958530,1,0,0,0,0,0,0
299058510,1,0,0,0,0,0,0
299158481,1,0,0,0,0,0,0
299258464,1,0,0,0,0,0,0
299358489,1,0,0,0,0,0,0
299458470,1,0,0,0,0,0,0
299558441,1,0,0,0,0,0,0
299658415,1,0,0,0,0,0,0
299758393,1,0,0,0,0,0,0
299858361,1,0,0,0,0,0,0
299958344,1,0,0,0,0,0,0
300058323,1,0,0,0,0,0,0
300158304,1,0,0,0,0,0,0
300258279,1,0,0,0,0,0,0
300358297,1,0,0,0,0,0,0
300458282,1,0,0,0,0,0,0
300558256,1,0,0,0,0,0,0
300658234,1,0,0,0,0,0,0
300758208,1,0,0,0,0,0,0
300858189,1,0,0,0,0,0,0
300958159,1,0,0,0,0,0,0
301058157,1,0,0,0,0,0,0
301158115,1,0,0,0,0,0,0
301258092,1,0,0,0,0,0,0
301358075,1,0,0,0,0,0,0
301458087,1,0,0,0,0,0,0
301558068,1,0,0,0,0,0,0
301658050,1,0,0,0,0,0,0
301758030,1,0,0,0,0,0,0
301858005,1,0,0,0,0,0,0
301957984,1,0,0,0,0,0,0
302057962,1,0,0,0,0,0,0
302157943,1,0,0,0,0,0,0
302257914,1,0,0,0,0,0,0
302357892,1,0,0,0,0,0,0
302457908,1,0,0,0,0,0,0
302557894,1,0,0,0,0,0,0
302857793,1,0,0,0,0,0,0
302957801,1,0,0,0,0,0,0
303057772,1,0,0,0,0,0,0
303157756,1,0,0,0,0,0,0
303257735,1,0,0,0,0,0,0
303357705,1,0,0,0,0,0,0
303457731,1,0,0,0,0,0,0
303557695,1,0,0,0,0,0,0
303657675,1,0,0,0,0,0,0
303757661,1,0,0,0,0,0,0
303857638,1,0,0,0,0,0,0
303957609,1,0,0,0,0,0,0
304057593,1,0,0,0,0,0,0
304157571,1,0,0,0,0,0,0
304257545,1,0,0,0,0,0,0
304357519,1,0,0,0,0,0,0
304457539,1,0,0,0,0,0,0
304657500,1,0,0,0,0,0,0
304757477,1,0,0,0,0,0,0
304857451,1,0,0,0,0,0,0
304957427,1,0,0,0,0,0,0
305057401,1,0,0,0,0,0,0
305157386,1,0,0,0,0,0,0
305257356,1,0,0,0,0,0,0
305357336,1,0,0,0,0,0,0
305457357,1,0,0,0,0,0,0
305557336,1,0,0,0,0,0,0
305657307,1,0,0,0,0,0,0
305757289,1,0,0,0,0,0,0
305857266,1,0,0,0,0,0,0
305957245,1,0,0,0,0,0,0
306057223,1,0,0,0,0,0,0
306357143,1,0,0,0,0,0,0
306457165,1,0,0,0,0,0,0
306557157,1,0,0,0,0,0,0
306657124,1,0,0,0,0,0,0
